temperature,mixing_speed,residence_time,feed_composition,moisture,viscosity,purity,color_deviation
108.1,541.07,24.88,0.518,7.902,378.58,97.95,5.816
80.37,680.06,49.46,0.854,9.727,349.68,98.027,4.306
108.89,648.43,11.56,0.555,9.051,322.34,97.228,6.61
64.81,293.95,58.34,0.888,10.037,568.37,96.088,4.45
113.69,758.62,36.33,0.541,7.891,251.73,97.606,6.464
92.86,187.04,25.16,0.877,10.199,601.15,98.874,4.388
109.04,712.59,28.13,0.427,8.372,272.07,98.098,7.48
87.14,779.66,13.32,0.755,9.382,263.77,97.526,4.785
98.61,224.01,59.47,0.666,7.969,555.14,96.633,6.874
91.58,605.45,11.96,0.639,10.585,354.41,97.428,5.872
103.9,128.2,42.75,0.512,8.507,614.72,98.499,6.956
64.9,383.8,32.14,0.753,11.922,519.27,97.617,3.81
63.62,461.4,57.45,0.495,10.818,452.63,95.452,5.548
74.83,506.45,22.3,0.676,11.453,433.93,97.637,4.214
69.57,755.16,36.6,0.527,11.301,299.47,97.725,5.369
112.31,570.58,34.12,0.878,13.352,466.45,95.504,8.401
73.15,436.89,45.14,0.414,10.102,466.08,98.005,6.538
118.55,666.77,13.4,0.5,7.367,295.99,96.211,7.216
80.21,765.37,19.69,0.521,10.632,275.17,98.369,5.881
70.93,115.45,20.73,0.607,11.628,655.94,97.835,5.459
107.38,787.76,46.91,0.516,7.249,244.04,97.702,6.305
99.52,160.29,19.46,0.646,8.76,622.15,98.536,6.192
89.89,670.07,38.67,0.836,8.473,324.96,99.074,4.18
93.32,296.23,20.76,0.756,9.426,533.91,98.974,5.109
103.15,192.53,53.08,0.69,7.624,582.03,97.657,5.346
73.71,407.9,57.11,0.445,10.013,482.23,96.619,6.183
119.78,550.77,35.92,0.747,7.212,375.92,97.018,6.492
118.49,366.67,27.62,0.483,7.708,445.89,96.909,7.718
99.02,138.2,21.7,0.793,9.199,615.35,98.854,4.346
71.97,519.62,12.49,0.525,11.078,433.87,96.881,4.586
100.81,731.68,23.43,0.609,8.764,279.34,98.193,5.672
64.33,368.25,42.71,0.575,10.787,516.27,97.613,5.914
61.84,251.43,36.68,0.829,11.269,601.27,97.564,3.749
75.46,409.8,57.2,0.463,9.264,492.45,96.987,6.831
87.76,133.85,29.81,0.683,9.87,634.42,99.556,5.554
112.1,674.34,44.69,0.471,7.28,294.13,97.75,6.66
103.63,678.44,34.47,0.752,8.101,315.4,98.655,5.258
104.56,511.6,35.63,0.853,7.348,402.8,98.206,4.198
85.53,347.17,23.39,0.617,9.98,519.25,98.514,5.516
80.76,659.85,32.75,0.644,10.113,353.25,99.085,5.426
82.26,488.28,33.54,0.864,10.49,420.81,98.678,3.959
119.26,678.15,45.33,0.66,6.164,296.45,97.399,6.698
62.41,542.02,57.03,0.644,10.554,412.42,95.991,5.19
112.02,649.08,26.47,0.689,8.038,338.53,97.874,5.771
94.72,518.99,12.11,0.745,10.058,405.75,97.441,4.883
86.32,389.9,34.81,0.453,9.862,490.98,99.048,7.053
103.52,770.56,37.22,0.811,7.836,261.28,98.292,4.275
89.2,478.78,18.42,0.618,9.898,428.71,98.968,5.74
112.41,523.56,48.02,0.436,6.732,375.86,97.561,6.649
114.04,254.34,59.25,0.793,5.896,550.69,96.096,5.788
85.3,537.96,57.29,0.588,8.691,412.64,96.854,5.783
76.61,500.13,19.86,0.45,10.728,447.87,98.088,7.322
95.54,229.39,53.77,0.717,7.974,571.27,98.089,6.576
114.74,141.71,45.22,0.84,6.771,602.89,97.541,5.494
72.64,523.05,32.69,0.844,10.893,428.94,98.265,3.901
97.38,634.58,37.03,0.879,8.438,342.39,98.763,3.567
97.89,466.38,52.48,0.834,7.659,429.3,97.726,4.941
103.99,258.74,34.01,0.401,8.139,539.43,98.272,7.52
67.89,566.57,28.66,0.59,11.393,399.46,98.461,5.52
102.95,156.07,34.66,0.809,8.272,608.96,98.136,5.912
114.54,409.28,38.96,0.583,7.746,448.75,97.791,5.971
70.78,214.36,19.45,0.701,11.179,608.83,97.361,4.534
74.25,229.12,55.05,0.703,9.493,607.69,96.953,4.919
118.28,241.61,43.71,0.583,5.897,535.88,96.344,7.04
70.86,370.69,41.66,0.852,10.653,526.16,98.1,4.21
111.26,135.81,14.97,0.652,8.1,620.49,97.505,5.732
89.54,378.46,40.21,0.632,8.905,502.14,98.954,5.996
74.83,458.2,16.05,0.899,11.332,476.2,97.432,3.045
112.24,438.31,13.93,0.647,8.63,432.48,97.151,5.507
86.72,367.95,36.37,0.489,9.17,499.55,99.272,6.373
90.89,687.4,30.14,0.657,9.181,306.07,99.013,4.914
81.55,201.73,39.44,0.807,10.32,607.81,99.49,5.032
95.58,453.99,14.46,0.788,9.981,448.24,98.175,4.87
69.81,143.43,31.55,0.794,10.851,650.25,98.531,5.37
83.46,149.81,18.74,0.754,10.512,638.26,98.101,4.872
118.16,501.71,59.36,0.527,6.395,381.77,95.384,6.638
75.49,496.21,38.06,0.831,10.213,456.37,98.744,4.632
99.4,714.62,44.37,0.847,7.807,304.5,98.698,4.148
79.51,490.51,26.27,0.497,10.201,435.26,98.386,6.864
106.41,771.85,14.74,0.465,8.67,250.17,97.344,6.835
67.85,134.09,58.79,0.888,9.661,663.37,96.12,2.72
118.19,168.61,24.31,0.834,7.068,593.83,96.554,5.779
87.23,130.85,31.19,0.847,14.266,705.77,97.315,9.312
74.16,229.69,42.49,0.843,9.864,598.02,97.986,4.67
64.41,478.89,11.23,0.671,16.758,590.38,94.045,6.839
70.19,551.9,50.51,0.723,9.924,428.85,97.6,4.181
91.19,131.91,36.83,0.673,8.983,626.74,99.086,5.361
80.22,762.18,23.91,0.426,11.023,279.16,98.376,5.868
109.73,689.52,13.08,0.773,9.317,312.04,97.104,5.74
85.85,307.63,18.12,0.653,10.308,537.19,98.423,5.488
74.92,154.03,54.75,0.724,9.233,645.86,97.547,4.983
97.03,218.92,44.3,0.651,7.872,566.45,99.058,6.09
102.41,188.86,22.5,0.646,9.154,582.81,98.386,6.268
70.02,186.3,13.28,0.486,11.798,631.01,96.956,4.631
70.06,462.99,44.53,0.539,10.176,456.49,97.618,5.379
62.2,272.09,38.62,0.479,10.911,577.25,97.545,5.389
104.18,350.7,30.23,0.498,7.995,491.19,98.663,6.946
99.83,792.65,28.18,0.886,8.999,246.08,98.772,3.741
88.48,579.02,20.84,0.477,9.497,373.13,98.611,6.339
110.65,764.29,43.48,0.535,7.532,254.07,97.63,5.202
108.34,199.79,58.53,0.695,6.401,573.06,96.581,5.64
95.12,367.5,18.79,0.705,9.603,503.68,98.606,5.862
112.1,488.31,39.86,0.477,6.648,416.26,98.014,7.596
72.35,153.73,31.21,0.797,10.886,634.48,98.542,4.872
66.72,102.93,32.33,0.793,11.153,677.67,97.763,3.808
76.18,569.3,22.71,0.519,10.905,400.11,98.068,6.472
63.43,549.27,51.26,0.544,11.115,431.28,96.92,5.815
91.87,387.55,34.26,0.869,9.269,494.59,99.846,4.177
116.2,442.75,37.17,0.813,11.489,537.08,93.315,8.646
62.36,390.81,25.24,0.749,11.689,520.74,97.54,4.84
67.33,116.8,19.09,0.441,12.03,666.48,97.138,6.287
87.13,334.76,14.3,0.609,11.017,511.01,97.585,5.926
116.03,223.96,45.71,0.68,6.749,551.92,96.907,6.053
78.97,168.9,19.81,0.494,11.115,630.78,97.53,7.217
90.43,769.7,44.5,0.624,8.971,268.32,99.044,5.232
62.49,519.55,29.52,0.701,12.302,441.31,96.893,4.52
68.9,610.06,30.79,0.564,10.338,377.43,98.047,6.175
119.2,320.75,33.46,0.79,7.295,477.1,96.931,4.991
117.91,375.2,28.39,0.82,7.788,467.65,97.121,5.469
60.3,265.85,15.03,0.562,12.058,588.2,96.642,5.47
117.11,167.88,25.48,0.819,7.249,578.89,97.43,4.757
98.35,225.32,43.19,0.452,7.768,555.45,98.171,7.031
112.08,658.26,43.29,0.819,6.824,309.4,97.567,5.016
87.28,574.28,24.31,0.476,9.752,386.38,98.439,6.99
90.94,482.85,33.01,0.441,9.304,443.34,98.894,7.424
89.33,432.56,19.67,0.721,10.432,474.2,98.531,4.881
100.01,745.7,20.52,0.636,9.596,264.36,98.852,4.945
68.38,150.91,11.15,0.854,11.893,655.44,96.135,3.934
61.8,296.42,54.84,0.582,10.151,561.64,96.17,4.859
78.48,344.96,20.54,0.544,11.385,515.9,98.123,5.854
102.28,647.7,21.38,0.65,9.203,324.45,98.532,5.325
72.11,794.76,23.98,0.628,11.254,277.74,98.243,5.243
100.41,268.47,16.37,0.572,9.51,548.33,98.041,5.203
118.19,712.02,41.96,0.747,6.658,278.77,97.246,4.804
65.63,681.44,13.76,0.78,12.505,345.21,96.479,3.59
100.36,257.26,16.71,0.826,9.25,555.79,98.391,5.384
86.63,379.53,42.24,0.886,9.332,503.75,99.137,3.477
112.09,386.77,26.98,0.533,7.24,470.85,98.07,6.768
70.63,784.75,45.4,0.758,10.032,271.45,98.363,4.015
101.56,226.62,37.87,0.597,7.89,563.47,98.747,6.743
110.29,659.41,22.8,0.739,8.109,307.33,98.293,5.413
116.68,333.93,42.54,0.638,6.36,487.56,97.342,6.232
100.99,611.61,15.81,0.897,9.185,352.68,97.877,3.75
89.83,394.01,36.82,0.764,8.596,484.87,99.039,3.89
97.07,504.85,31.86,0.876,9.124,411.33,98.992,4.303
112.13,682.83,23.39,0.817,10.606,422.02,95.119,10.297
94.24,662.92,40.2,0.851,8.024,314.43,99.419,3.326
61.82,706.5,53.57,0.807,10.284,334.48,96.539,3.07
115.86,141.73,59.95,0.63,6.058,591.64,95.445,6.524
101.37,584.44,40.39,0.526,7.811,356.5,98.624,6.457
100.59,197.99,30.24,0.585,8.338,590.75,99.59,5.808
72.94,391.07,21.26,0.41,11.195,490.56,97.562,6.32
99.53,484.01,22.85,0.662,9.231,434.0,98.226,4.616
83.63,381.92,33.97,0.653,9.232,509.31,98.544,6.064
99.07,463.73,28.36,0.663,9.075,418.9,98.684,4.892
66.4,797.57,55.69,0.887,9.85,281.45,96.749,3.479
99.47,194.65,28.41,0.856,8.871,585.51,98.696,4.643
119.96,572.82,28.67,0.481,7.099,326.16,96.819,7.586
62.89,377.2,29.18,0.584,11.474,507.83,97.58,4.978
118.63,193.11,51.83,0.612,5.692,569.38,96.051,6.538
84.41,211.12,42.54,0.58,9.18,606.92,98.791,5.146
112.25,764.49,40.71,0.799,7.875,264.14,98.19,3.716
106.94,715.72,26.71,0.662,7.763,288.68,98.468,5.749
94.02,734.93,50.9,0.686,8.816,287.41,98.338,4.137
104.31,794.07,11.92,0.827,9.204,261.51,97.607,4.219
112.71,245.82,53.54,0.803,6.561,561.58,96.82,5.696
84.25,348.81,35.64,0.466,9.183,506.0,98.818,6.913
79.62,568.45,29.91,0.757,10.053,380.63,98.616,4.15
100.06,438.66,34.86,0.618,8.237,429.86,98.64,5.062
108.47,392.87,43.37,0.547,6.9,472.68,97.754,6.747
105.74,350.47,10.64,0.425,9.053,485.78,97.044,7.885
107.87,515.65,53.58,0.644,6.722,397.76,97.174,5.449
86.13,502.92,32.34,0.578,10.406,409.45,99.168,5.352
109.07,213.02,27.15,0.526,7.608,555.09,97.706,6.551
67.21,430.22,16.91,0.747,12.043,485.36,97.669,4.716
92.67,487.43,31.97,0.785,9.322,431.76,98.926,5.272
60.35,499.2,34.82,0.522,11.16,447.37,96.962,4.954
79.48,247.08,30.18,0.425,10.535,564.44,98.55,6.045
81.99,619.59,43.93,0.824,9.332,360.39,99.429,5.244
83.77,117.64,31.04,0.405,8.871,650.6,98.702,7.039
101.73,348.38,58.07,0.869,7.483,502.4,96.874,4.601
83.31,646.15,39.96,0.714,9.104,353.04,98.803,4.391
86.92,494.73,50.37,0.561,8.277,420.09,98.07,6.123
74.25,282.81,15.47,0.523,11.719,536.44,97.272,6.543
82.4,586.47,29.86,0.405,9.898,372.48,98.804,6.784
73.64,497.17,26.84,0.518,11.289,431.4,98.649,6.74
64.39,657.37,38.47,0.469,11.55,357.41,97.733,5.654
96.21,614.52,53.06,0.706,7.605,379.9,97.454,4.942
100.09,527.08,13.92,0.483,9.759,399.97,97.462,6.691
97.17,441.72,13.63,0.664,9.442,470.7,97.561,5.748
87.81,193.23,52.52,0.695,12.535,654.65,94.417,10.605
82.79,282.93,20.64,0.549,10.232,546.21,98.78,5.436
111.8,393.37,43.44,0.418,7.42,458.54,97.514,7.494
91.14,519.51,37.14,0.419,9.314,420.48,98.828,6.605
88.75,459.6,51.64,0.413,8.568,456.96,98.447,6.546
61.54,301.73,16.25,0.77,12.227,563.33,96.873,4.328
80.47,104.53,16.49,0.559,10.845,657.29,98.11,5.67
82.81,447.37,37.84,0.798,8.861,451.55,99.546,3.852
83.93,299.94,57.32,0.616,8.694,548.31,97.406,4.376
94.81,614.23,30.75,0.626,9.205,365.94,98.325,6.397
92.02,116.76,26.35,0.656,9.572,637.27,99.103,6.063
96.47,509.38,40.33,0.757,7.303,408.05,98.342,4.823
105.89,759.03,56.52,0.537,6.357,263.28,96.911,5.805
108.78,222.09,51.85,0.461,6.544,558.43,96.596,5.751
103.09,430.15,59.77,0.678,7.084,450.15,96.399,5.199
117.33,164.0,11.13,0.563,8.342,581.2,95.838,7.16
61.09,537.98,15.64,0.621,12.449,428.08,96.189,5.428
71.75,485.37,40.47,0.723,10.708,459.05,98.21,4.93
60.45,385.16,51.03,0.647,10.396,524.51,96.808,5.021
98.85,464.96,24.26,0.71,9.336,427.13,98.399,5.903
113.88,727.6,21.96,0.672,8.183,265.28,97.599,5.353
74.61,237.41,49.35,0.77,9.946,588.47,97.636,5.178
115.62,115.8,12.82,0.753,8.262,618.09,96.382,5.487
63.62,703.17,28.47,0.667,12.42,334.18,97.729,4.126
116.07,503.98,35.29,0.739,7.369,391.37,97.302,4.878
81.1,723.46,38.02,0.837,9.475,310.9,98.531,3.346
66.09,517.86,46.43,0.616,10.676,433.35,97.613,5.437
89.15,667.11,27.74,0.606,9.964,335.71,99.233,5.106
75.41,400.77,40.63,0.782,9.935,499.44,98.54,3.898
77.09,624.9,39.27,0.691,10.512,363.12,98.518,5.126
78.44,739.13,37.38,0.436,10.139,296.15,98.687,6.381
108.18,500.49,42.02,0.846,6.561,418.99,98.176,5.068
92.35,226.55,22.97,0.415,9.708,565.37,98.623,7.384
78.68,288.16,14.23,0.774,11.064,560.46,96.966,4.264
96.62,239.05,15.96,0.779,9.921,564.89,97.74,5.055
102.97,272.8,21.23,0.877,9.342,544.94,98.061,4.59
76.36,314.49,35.01,0.427,10.347,532.59,98.619,6.191
84.81,488.59,52.02,0.698,9.489,436.5,98.041,4.465
67.31,511.59,45.06,0.614,10.474,447.18,97.861,4.811
70.87,398.55,49.45,0.565,10.277,490.94,97.651,6.645
100.87,530.79,27.55,0.445,9.009,380.17,98.152,6.609
70.89,157.1,30.23,0.681,10.983,628.42,98.762,5.789
91.51,161.45,29.68,0.64,9.698,602.65,99.34,5.597
102.54,220.28,19.59,0.452,8.715,567.62,97.621,7.561
66.41,462.65,13.06,0.706,12.077,457.88,96.809,5.079
94.04,249.8,39.55,0.769,11.471,672.05,96.374,10.916
75.39,298.3,59.46,0.784,9.327,560.16,96.763,4.702
117.78,380.22,18.34,0.853,8.047,468.84,97.151,5.548
89.01,668.31,12.33,0.605,10.915,325.01,98.288,5.673
108.36,109.7,48.98,0.877,7.462,627.96,97.873,5.655
93.01,554.57,22.63,0.833,9.563,393.79,98.817,3.499
62.6,568.21,51.48,0.548,10.111,407.35,96.534,5.569
97.99,659.06,45.2,0.48,8.218,320.72,98.412,6.565
117.08,752.93,57.28,0.618,6.399,273.24,96.089,5.414
96.1,114.1,30.45,0.601,9.272,639.11,98.858,6.492
109.15,207.65,43.1,0.688,7.753,587.1,97.677,5.103
113.05,720.32,33.24,0.692,7.416,274.58,97.412,5.063
73.68,420.96,41.53,0.775,10.075,486.23,98.575,3.403
72.72,495.21,32.48,0.655,10.46,432.45,98.549,5.809
96.66,564.12,19.43,0.452,9.409,369.92,98.029,6.539
84.66,575.35,35.39,0.829,9.675,404.48,99.365,5.226
110.39,752.22,36.43,0.555,7.596,256.34,97.911,6.528
114.0,797.86,50.53,0.886,6.567,253.93,96.951,4.392
81.21,604.11,46.78,0.459,9.249,358.94,98.274,5.973
74.21,301.05,43.19,0.879,9.857,548.4,98.314,3.385
106.83,715.83,15.67,0.446,9.18,279.08,97.438,7.009
76.49,134.45,46.03,0.516,9.765,641.46,98.521,6.266
109.36,261.76,35.02,0.423,7.558,539.02,97.737,6.716
85.42,728.17,54.7,0.753,8.358,304.13,97.849,3.707
100.05,279.33,55.99,0.825,6.911,536.69,97.38,4.291
65.73,254.46,12.76,0.617,12.812,586.41,96.609,6.268
97.43,196.69,51.03,0.864,8.135,587.47,98.315,5.673
87.11,701.38,11.88,0.695,9.996,305.67,97.639,4.972
95.2,450.04,28.36,0.715,9.486,440.07,99.045,5.238
70.08,572.43,37.11,0.823,11.154,413.17,98.559,3.725
104.21,267.35,17.41,0.548,9.007,522.02,97.609,6.059
111.77,630.63,47.32,0.577,7.505,340.18,97.447,6.83
73.0,632.0,10.42,0.853,11.981,365.96,96.885,4.647
65.74,318.82,18.43,0.85,11.507,549.03,97.264,3.446
61.42,387.48,39.04,0.888,11.547,527.01,97.425,3.47
98.52,246.78,45.72,0.851,8.186,572.33,98.627,4.393
96.43,783.59,55.83,0.464,7.392,262.57,97.333,6.153
92.8,551.92,45.27,0.812,8.785,398.22,98.772,5.026
73.92,754.18,43.59,0.605,9.422,301.88,98.236,4.439
83.45,312.37,29.72,0.895,10.503,527.04,98.549,4.218
95.67,647.32,10.06,0.636,9.683,330.12,97.302,5.813
89.81,636.1,16.01,0.677,9.824,339.67,98.132,5.027
119.27,584.16,36.73,0.665,6.776,357.35,97.245,6.258
68.19,775.95,43.76,0.561,10.699,281.92,97.622,5.296
101.71,375.49,30.87,0.438,8.517,483.45,98.221,7.642
84.26,191.5,46.53,0.848,8.89,611.69,98.754,3.646
85.69,570.2,36.09,0.801,9.378,383.72,98.969,4.161
103.06,610.52,13.71,0.47,8.758,339.89,97.444,6.596
101.55,502.54,19.6,0.788,9.043,423.15,98.133,3.462
119.48,244.77,52.0,0.713,6.486,529.52,96.129,5.324
67.7,453.12,46.25,0.605,10.451,472.25,97.481,4.867
66.25,318.53,54.74,0.527,10.465,542.1,96.313,6.318
103.46,399.23,15.88,0.83,9.76,466.92,97.933,4.337
94.7,551.65,59.51,0.75,7.438,390.89,96.784,4.433
76.45,621.65,20.47,0.674,10.988,361.49,98.229,5.273
64.77,262.56,10.59,0.705,13.369,577.96,96.346,3.995
65.14,383.73,59.87,0.446,10.507,512.8,95.565,5.21
113.65,288.41,24.05,0.637,7.227,509.66,97.206,5.982
71.51,239.04,43.4,0.497,10.413,581.05,98.771,5.486
79.4,648.37,18.83,0.504,10.858,338.86,97.936,5.21
73.6,736.48,39.01,0.731,10.711,305.47,98.679,4.638
81.3,359.16,55.2,0.856,8.695,523.28,98.185,4.571
64.17,625.9,26.01,0.602,11.411,387.62,97.794,5.441
91.14,727.9,43.51,0.504,8.414,284.7,98.545,6.626
64.06,692.29,19.4,0.724,11.894,357.19,97.141,4.863
108.02,227.97,41.24,0.836,7.873,552.12,97.956,3.855
74.02,769.4,26.82,0.774,10.497,296.46,98.742,4.291
92.4,363.67,20.56,0.834,9.581,495.27,98.76,4.213
112.8,337.47,25.66,0.668,7.178,483.78,97.588,5.535
99.05,143.7,18.94,0.776,9.764,610.17,97.95,5.462
91.98,440.32,55.1,0.47,8.536,450.62,97.113,5.714
79.46,176.31,29.86,0.574,10.192,620.59,99.044,5.093
79.98,273.98,22.26,0.595,10.548,565.66,98.468,6.074
100.17,321.86,32.42,0.656,8.743,505.14,98.841,5.992
119.65,666.18,26.03,0.865,7.976,297.97,96.874,4.608
99.71,712.84,47.22,0.837,8.077,290.48,97.872,3.819
93.47,311.73,58.56,0.467,7.456,520.91,97.286,7.126
103.84,701.09,31.9,0.486,7.596,291.91,98.513,6.797
87.91,700.06,53.05,0.579,8.042,303.06,98.109,5.628
63.61,635.26,38.29,0.545,11.19,371.74,97.488,4.776
93.74,202.69,17.86,0.707,9.558,605.75,98.206,5.215
117.46,583.23,44.53,0.851,6.71,349.51,97.336,5.077
70.52,761.52,35.67,0.881,10.618,294.1,98.648,4.026
101.4,577.78,42.53,0.727,7.556,374.1,98.741,4.926
72.06,332.13,54.48,0.819,9.286,535.74,97.145,4.07
92.15,450.41,32.02,0.663,9.851,454.38,99.185,5.336
65.8,552.01,55.06,0.504,10.49,408.7,96.844,5.876
87.02,457.4,47.53,0.662,9.552,464.96,98.397,5.018
105.37,183.97,34.43,0.678,8.268,587.24,98.348,4.411
80.85,318.44,40.16,0.771,9.583,532.67,99.217,5.268
99.89,661.68,26.28,0.51,9.377,315.05,98.372,7.174
107.73,702.99,59.18,0.584,6.585,286.8,96.461,5.64
115.63,196.11,43.37,0.582,6.844,575.27,97.248,6.091
74.08,766.67,12.19,0.88,11.711,281.27,96.73,3.368
83.96,330.18,26.33,0.622,8.975,519.33,99.13,5.523
69.14,563.62,41.17,0.778,11.285,405.5,97.293,4.652
119.55,626.28,12.82,0.775,8.224,326.11,95.417,5.14
115.62,668.36,11.19,0.533,8.482,299.64,96.282,6.051
92.4,762.02,32.5,0.686,9.164,261.86,99.171,4.311
110.52,319.04,26.63,0.847,8.146,503.8,97.886,5.241
91.26,700.95,31.91,0.638,9.056,307.46,99.04,5.598
97.42,192.18,23.13,0.873,9.558,587.71,97.919,5.051
65.35,593.53,18.24,0.507,11.49,396.62,97.288,5.186
105.32,619.38,44.46,0.437,7.557,344.18,98.088,7.784
67.66,574.41,35.73,0.846,11.279,405.99,98.168,2.833
109.56,276.62,20.01,0.824,8.402,533.0,97.759,5.326
106.92,711.13,25.98,0.896,8.565,276.07,98.502,3.095
102.52,218.2,39.59,0.74,7.644,566.42,98.578,4.999
62.17,137.54,13.61,0.868,12.22,671.7,95.866,4.676
78.19,602.23,17.37,0.813,11.215,376.56,98.719,4.496
75.79,432.83,13.66,0.822,11.772,473.02,97.898,3.877
81.61,694.37,50.62,0.685,8.396,340.03,97.671,4.571
65.26,368.38,47.62,0.591,10.784,536.66,97.179,5.44
116.22,217.8,47.67,0.867,6.362,561.07,96.953,5.16
93.23,685.51,45.82,0.616,8.359,323.82,98.833,6.108
78.33,484.24,43.47,0.669,9.225,426.21,97.859,4.838
83.82,232.44,33.85,0.623,9.448,573.91,98.798,4.9
86.83,604.27,42.11,0.682,9.539,364.12,98.275,5.116
96.04,457.78,11.92,0.635,9.925,438.49,97.446,5.423
90.94,523.02,41.07,0.424,8.645,400.65,98.584,6.102
115.16,422.63,48.89,0.841,6.548,424.12,97.036,4.983
89.82,680.1,35.02,0.622,9.446,324.13,98.815,5.277
119.53,680.69,27.88,0.694,7.428,298.93,96.892,5.696
111.09,596.57,23.87,0.47,8.03,357.47,97.895,6.36
72.51,173.78,42.14,0.402,10.65,615.49,98.267,7.11
115.84,687.2,44.64,0.523,7.046,284.01,97.296,5.835
66.98,569.71,53.55,0.752,10.355,386.67,96.873,3.842
109.05,587.92,27.12,0.45,8.077,348.68,97.846,6.774
82.84,354.09,48.49,0.854,9.468,524.17,98.341,5.047
112.68,715.5,38.07,0.508,7.36,272.99,97.918,6.885
112.08,607.76,54.14,0.502,6.901,355.29,95.917,7.159
108.36,178.81,36.39,0.491,8.019,578.2,98.29,7.752
107.4,385.44,35.88,0.407,7.329,465.73,98.303,9.122
78.28,720.47,38.89,0.786,9.594,301.16,98.787,4.151
64.86,133.04,47.47,0.838,10.409,664.85,97.335,4.849
84.18,772.99,58.23,0.707,8.957,259.53,96.406,5.174
70.41,575.41,13.68,0.494,11.201,401.9,96.888,6.366
101.7,541.96,12.67,0.543,9.551,391.48,97.91,7.123
80.77,289.39,56.88,0.638,9.031,562.43,97.257,5.288
118.54,274.15,36.49,0.877,7.421,515.65,97.278,4.584
98.46,759.44,40.75,0.524,8.315,267.85,98.624,6.228
109.35,308.79,34.12,0.766,7.238,516.84,98.365,5.192
67.95,642.85,14.68,0.62,11.632,366.15,97.197,5.157
111.72,375.19,48.4,0.549,6.334,461.65,97.182,7.347
115.37,197.48,47.36,0.628,6.376,545.61,97.15,6.103
89.22,107.5,25.59,0.436,9.64,643.76,99.225,6.911
96.38,480.98,25.31,0.799,8.798,429.07,99.095,4.738
105.89,783.05,51.89,0.522,7.679,242.17,98.053,6.091
70.49,358.4,13.62,0.763,11.379,531.85,96.955,3.518
90.15,350.03,54.06,0.434,8.754,502.74,98.143,6.558
83.92,340.86,22.83,0.878,10.882,513.22,98.492,4.416
68.78,464.38,39.65,0.497,11.023,446.09,98.116,6.651
82.05,408.47,56.8,0.841,8.571,477.66,97.622,3.607
64.09,715.94,43.91,0.805,11.056,347.12,97.387,3.158
61.55,453.86,30.72,0.884,11.294,488.46,97.605,3.489
68.11,455.43,44.48,0.639,10.883,471.71,98.062,4.035
117.79,196.86,27.2,0.764,7.417,563.64,97.122,5.354
92.97,787.92,23.86,0.585,9.381,254.71,99.182,4.691
117.95,274.98,59.83,0.492,5.231,525.63,94.712,7.815
85.95,151.35,47.54,0.622,7.942,619.76,98.98,5.454
78.71,564.2,42.24,0.483,9.321,399.06,98.797,6.939
90.37,516.76,27.76,0.891,10.095,415.22,99.01,4.501
86.37,390.6,12.46,0.448,10.441,499.97,97.445,6.325
66.34,395.53,11.55,0.695,12.256,513.4,96.35,4.228
98.45,649.54,37.71,0.713,8.715,341.94,98.78,4.943
72.96,237.0,48.1,0.669,10.681,585.87,97.873,5.156
97.18,674.18,36.87,0.731,9.132,328.18,99.27,5.056
99.01,554.12,52.04,0.458,11.189,444.53,94.346,13.811
69.12,393.28,11.67,0.678,11.313,506.39,96.813,5.297
63.68,420.62,28.34,0.544,12.596,505.88,97.319,5.724
106.85,279.65,21.85,0.87,9.528,525.0,97.952,4.467
87.59,626.48,32.36,0.781,9.684,358.2,99.02,4.083
63.49,459.01,13.62,0.886,11.998,481.29,96.271,3.401
119.69,324.6,57.71,0.419,6.05,489.69,94.855,7.148
63.47,517.24,21.16,0.543,11.984,433.87,97.784,5.526
101.7,797.01,56.12,0.498,7.162,258.82,97.157,6.293
119.02,404.68,31.29,0.406,7.393,431.38,96.855,7.673
74.35,744.48,59.28,0.521,9.378,308.32,96.807,6.499
68.53,341.51,37.7,0.739,10.38,546.72,97.814,4.527
67.28,138.31,56.54,0.516,9.815,665.51,96.124,6.616
78.2,242.97,10.27,0.655,11.692,568.37,96.892,5.509
66.06,393.09,47.41,0.844,10.802,505.19,97.997,3.746
101.53,253.74,55.15,0.747,7.449,563.1,97.253,5.236
63.74,100.16,16.99,0.597,12.604,662.9,96.105,5.561
90.57,740.5,14.81,0.586,10.046,272.72,98.298,5.693
119.8,690.72,31.23,0.628,7.114,283.56,97.029,5.458
108.84,619.6,56.68,0.489,5.255,335.91,95.952,5.893
96.91,217.47,37.12,0.717,8.426,588.73,98.795,5.746
78.38,184.25,36.37,0.582,10.392,611.33,98.886,6.34
97.43,147.32,17.06,0.826,9.444,612.08,98.292,5.217
91.62,606.82,10.04,0.778,10.215,366.26,97.962,4.633
85.57,750.17,50.51,0.705,8.424,290.76,97.904,5.113
67.84,401.38,14.38,0.582,12.43,503.83,96.95,5.82
113.2,183.4,41.69,0.505,7.231,571.1,97.36,7.445
86.99,458.67,55.73,0.788,8.821,436.49,97.139,4.123
71.68,344.18,20.43,0.643,10.747,522.87,98.133,4.682
82.07,362.38,43.26,0.512,9.361,517.6,98.709,6.01
84.85,534.93,13.93,0.498,10.553,406.83,97.831,6.168
109.65,603.1,40.19,0.483,7.251,340.08,98.076,6.573
104.02,177.42,18.2,0.789,8.759,600.83,97.759,4.233
106.16,124.91,46.8,0.514,7.183,604.22,97.519,7.772
